,title,artist,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
7596,September Gurls,The Bangles,0.541,0.557,-12.695,0.0305,0.0138,0.0,0.283,0.865,118.178
7597,Angels Don't Fall in Love,The Bangles,0.623,0.528,-13.337,0.0468,0.101,0.0,0.0435,0.421,121.328
7598,Following,The Bangles,0.431,0.0576,-20.985,0.0395,0.918,0.000761,0.106,0.164,117.6
7599,Not Like You,The Bangles,0.637,0.478,-11.521,0.0258,0.247,0.0,0.109,0.749,107.245
7600,Manic Monday,The Bangles,0.685,0.571,-11.623,0.0299,0.335,2.38e-06,0.214,0.869,121.737
7601,In a Different Light,The Bangles,0.532,0.586,-14.52,0.029,0.00266,2.17e-06,0.08,0.929,153.314
7602,Walking Down Your Street,The Bangles,0.656,0.661,-12.986,0.0354,0.0424,0.0,0.12,0.809,150.112
7603,Walk Like an Egyptian,The Bangles,0.711,0.788,-14.705,0.0825,0.0117,2.05e-06,0.311,0.757,103.172
7604,Standing In the Hallway,The Bangles,0.789,0.591,-14.065,0.041,0.0414,1.38e-06,0.0979,0.872,121.895
7605,Return Post,The Bangles,0.723,0.267,-16.215,0.0315,0.131,1.97e-06,0.067,0.522,120.438
7606,If She Knew What She Wants,The Bangles,0.585,0.471,-13.092,0.0305,0.303,0.0,0.363,0.672,120.691
7607,Let It Go,The Bangles,0.448,0.549,-13.361,0.0272,0.0098,1.09e-06,0.201,0.785,77.014
7608,September Gurls,The Bangles,0.546,0.479,-14.617,0.0307,0.0152,0.0,0.192,0.902,118.311
7609,Angels Don't Fall In Love,The Bangles,0.634,0.465,-15.527,0.051,0.126,0.0,0.049,0.478,121.485
7610,Following,The Bangles,0.594,0.0434,-22.606,0.0349,0.92,0.00112,0.106,0.184,117.666
7611,Not Like You,The Bangles,0.643,0.445,-13.856,0.0263,0.229,0.0,0.241,0.775,107.397
7612,Manic Monday,The Bangles,0.685,0.571,-11.623,0.0299,0.335,2.38e-06,0.214,0.869,121.737
7613,In a Different Light,The Bangles,0.532,0.586,-14.52,0.029,0.00266,2.17e-06,0.08,0.929,153.314
7614,Walking Down Your Street,The Bangles,0.656,0.661,-12.986,0.0354,0.0424,0.0,0.12,0.809,150.112
7615,Walk Like an Egyptian,The Bangles,0.711,0.788,-14.705,0.0825,0.0117,2.05e-06,0.311,0.757,103.172
7616,Standing In the Hallway,The Bangles,0.789,0.591,-14.065,0.041,0.0414,1.38e-06,0.0979,0.872,121.895
7617,Return Post,The Bangles,0.723,0.267,-16.215,0.0315,0.131,1.97e-06,0.067,0.522,120.438
7618,If She Knew What She Wants,The Bangles,0.585,0.471,-13.092,0.0305,0.303,0.0,0.363,0.672,120.691
7619,Let It Go,The Bangles,0.448,0.549,-13.361,0.0272,0.0098,1.09e-06,0.201,0.785,77.014
7620,September Gurls,The Bangles,0.546,0.479,-14.617,0.0307,0.0152,0.0,0.192,0.902,118.311
7621,Angels Don't Fall In Love,The Bangles,0.634,0.465,-15.527,0.051,0.126,0.0,0.049,0.478,121.485
7622,Following,The Bangles,0.594,0.0434,-22.606,0.0349,0.92,0.00112,0.106,0.184,117.666
7623,Not Like You,The Bangles,0.643,0.445,-13.856,0.0263,0.229,0.0,0.241,0.775,107.397
7624,Manic Monday,The Bangles,0.685,0.571,-11.623,0.0299,0.335,2.38e-06,0.214,0.869,121.737
7625,In A Different Light,The Bangles,0.532,0.586,-14.52,0.029,0.00266,2.17e-06,0.08,0.929,153.314
7626,Walking Down Your Street,The Bangles,0.656,0.661,-12.986,0.0354,0.0424,0.0,0.12,0.809,150.112
7627,Walk Like an Egyptian,The Bangles,0.711,0.788,-14.705,0.0825,0.0117,2.05e-06,0.311,0.757,103.172
7628,Standing In The Hallway,The Bangles,0.789,0.591,-14.065,0.041,0.0414,1.38e-06,0.0979,0.872,121.895
7629,Return Post,The Bangles,0.723,0.267,-16.215,0.0315,0.131,1.97e-06,0.067,0.522,120.438
7630,If She Knew What She Wants,The Bangles,0.585,0.471,-13.092,0.0305,0.303,0.0,0.363,0.672,120.691
7631,Let It Go,The Bangles,0.448,0.549,-13.361,0.0272,0.0098,1.09e-06,0.201,0.785,77.014
7632,September Gurls,The Bangles,0.546,0.479,-14.617,0.0307,0.0152,0.0,0.192,0.902,118.311
7633,Angels Don't Fall In Love,The Bangles,0.634,0.465,-15.527,0.051,0.126,0.0,0.049,0.478,121.485
7634,Following,The Bangles,0.594,0.0434,-22.606,0.0349,0.92,0.00112,0.106,0.184,117.666
7635,Not Like You,The Bangles,0.643,0.445,-13.856,0.0263,0.229,0.0,0.241,0.775,107.397
7636,Manic Monday,The Bangles,0.685,0.571,-11.623,0.0299,0.335,2.38e-06,0.214,0.869,121.737
7637,In a Different Light,The Bangles,0.532,0.586,-14.52,0.029,0.00266,2.17e-06,0.08,0.929,153.314
7638,Walking Down Your Street,The Bangles,0.656,0.661,-12.986,0.0354,0.0424,0.0,0.12,0.809,150.112
7639,Walk Like an Egyptian,The Bangles,0.711,0.788,-14.705,0.0825,0.0117,2.05e-06,0.311,0.757,103.172
7640,Standing In the Hallway,The Bangles,0.789,0.591,-14.065,0.041,0.0414,1.38e-06,0.0979,0.872,121.895
7641,Return Post,The Bangles,0.723,0.267,-16.215,0.0315,0.131,1.97e-06,0.067,0.522,120.438
7642,If She Knew What She Wants,The Bangles,0.585,0.471,-13.092,0.0305,0.303,0.0,0.363,0.672,120.691
7643,Let It Go,The Bangles,0.448,0.549,-13.361,0.0272,0.0098,1.09e-06,0.201,0.785,77.014
7644,September Gurls,The Bangles,0.546,0.479,-14.617,0.0307,0.0152,0.0,0.192,0.902,118.311
7645,Angels Don't Fall In Love,The Bangles,0.634,0.465,-15.527,0.051,0.126,0.0,0.049,0.478,121.485
7646,Following,The Bangles,0.594,0.0434,-22.606,0.0349,0.92,0.00112,0.106,0.184,117.666
7647,Not Like You,The Bangles,0.643,0.445,-13.856,0.0263,0.229,0.0,0.241,0.775,107.397
7648,Manic Monday,The Bangles,0.685,0.571,-11.623,0.0299,0.335,2.38e-06,0.214,0.869,121.737
7649,In a Different Light,The Bangles,0.532,0.586,-14.52,0.029,0.00266,2.17e-06,0.08,0.929,153.314
7650,Walking Down Your Street,The Bangles,0.656,0.661,-12.986,0.0354,0.0424,0.0,0.12,0.809,150.112
7651,Walk Like an Egyptian,The Bangles,0.711,0.788,-14.705,0.0825,0.0117,2.05e-06,0.311,0.757,103.172
7652,Standing In the Hallway,The Bangles,0.789,0.591,-14.065,0.041,0.0414,1.38e-06,0.0979,0.872,121.895
7653,Return Post,The Bangles,0.723,0.267,-16.215,0.0315,0.131,1.97e-06,0.067,0.522,120.438
7654,If She Knew What She Wants,The Bangles,0.585,0.471,-13.092,0.0305,0.303,0.0,0.363,0.672,120.691
7655,Let It Go,The Bangles,0.448,0.549,-13.361,0.0272,0.0098,1.09e-06,0.201,0.785,77.014
7656,September Gurls,The Bangles,0.546,0.479,-14.617,0.0307,0.0152,0.0,0.192,0.902,118.311
7657,Angels Don't Fall In Love,The Bangles,0.634,0.465,-15.527,0.051,0.126,0.0,0.049,0.478,121.485
7658,Following,The Bangles,0.594,0.0434,-22.606,0.0349,0.92,0.00112,0.106,0.184,117.666
7659,Not Like You,The Bangles,0.643,0.445,-13.856,0.0263,0.229,0.0,0.241,0.775,107.397
7660,Hero Takes a Fall - Single Remix,The Bangles,0.426,0.75,-10.451,0.0456,0.0187,0.0107,0.0898,0.814,158.213
7661,Live,The Bangles,0.413,0.662,-9.609,0.0354,0.0473,0.00147,0.175,0.775,137.628
7662,James,The Bangles,0.58,0.716,-10.036,0.0606,0.0777,1.35e-06,0.181,0.905,125.332
7663,All About You,The Bangles,0.589,0.781,-9.358,0.0418,0.0125,0.0,0.0586,0.831,123.18
7664,Dover Beach,The Bangles,0.442,0.749,-11.928,0.0529,0.00922,0.00341,0.218,0.51,120.034
7665,Tell Me,The Bangles,0.503,0.798,-8.828,0.0689,0.128,5.17e-06,0.224,0.68,123.498
7666,Restless,The Bangles,0.611,0.718,-8.293,0.0374,0.0414,0.0,0.0699,0.871,128.977
7667,Going Down to Liverpool,The Bangles,0.228,0.772,-9.929,0.122,0.16,0.00499,0.138,0.82,167.906
7668,He's Got a Secret,The Bangles,0.534,0.732,-9.851,0.0453,0.0154,0.000339,0.384,0.691,131.221
7669,Silent Treatment,The Bangles,0.329,0.804,-10.305,0.0557,0.0549,0.00044,0.102,0.638,198.168
7670,More Than Meets the Eye,The Bangles,0.326,0.058,-18.791,0.0396,0.682,8.11e-06,0.211,0.15,122.396
7671,Hero Takes a Fall - Single Remix,The Bangles,0.426,0.75,-10.451,0.0456,0.0187,0.0107,0.0898,0.814,158.213
7672,Live,The Bangles,0.413,0.662,-9.609,0.0354,0.0473,0.00147,0.175,0.775,137.628
7673,James,The Bangles,0.58,0.716,-10.036,0.0606,0.0777,1.35e-06,0.181,0.905,125.332
7674,All About You,The Bangles,0.589,0.781,-9.358,0.0418,0.0125,0.0,0.0586,0.831,123.18
7675,Dover Beach,The Bangles,0.442,0.749,-11.928,0.0529,0.00922,0.00341,0.218,0.51,120.034
7676,Tell Me,The Bangles,0.503,0.798,-8.828,0.0689,0.128,5.17e-06,0.224,0.68,123.498
7677,Restless,The Bangles,0.611,0.718,-8.293,0.0374,0.0414,0.0,0.0699,0.871,128.977
7678,Going Down to Liverpool,The Bangles,0.228,0.772,-9.929,0.122,0.16,0.00499,0.138,0.82,167.906
7679,He's Got a Secret,The Bangles,0.534,0.732,-9.851,0.0453,0.0154,0.000339,0.384,0.691,131.221
7680,Silent Treatment,The Bangles,0.329,0.804,-10.305,0.0557,0.0549,0.00044,0.102,0.638,198.168
7681,More Than Meets the Eye,The Bangles,0.326,0.058,-18.791,0.0396,0.682,8.11e-06,0.211,0.15,122.396
7682,Hero Takes a Fall - Single Remix,The Bangles,0.426,0.75,-10.451,0.0456,0.0187,0.0107,0.0898,0.814,158.213
7683,Live,The Bangles,0.413,0.662,-9.609,0.0354,0.0473,0.00147,0.175,0.775,137.628
7684,James,The Bangles,0.58,0.716,-10.036,0.0606,0.0777,1.35e-06,0.181,0.905,125.332
7685,All About You,The Bangles,0.589,0.781,-9.358,0.0418,0.0125,0.0,0.0586,0.831,123.18
7686,Dover Beach,The Bangles,0.442,0.749,-11.928,0.0529,0.00922,0.00341,0.218,0.51,120.034
7687,Tell Me,The Bangles,0.503,0.798,-8.828,0.0689,0.128,5.17e-06,0.224,0.68,123.498
7688,Restless,The Bangles,0.611,0.718,-8.293,0.0374,0.0414,0.0,0.0699,0.871,128.977
7689,Going Down to Liverpool,The Bangles,0.228,0.772,-9.929,0.122,0.16,0.00499,0.138,0.82,167.906
7690,He's Got a Secret,The Bangles,0.534,0.732,-9.851,0.0453,0.0154,0.000339,0.384,0.691,131.221
7691,Silent Treatment,The Bangles,0.329,0.804,-10.305,0.0557,0.0549,0.00044,0.102,0.638,198.168
7692,More Than Meets the Eye,The Bangles,0.326,0.058,-18.791,0.0396,0.682,8.11e-06,0.211,0.15,122.396
7693,Hero Takes a Fall - Single Remix,The Bangles,0.426,0.75,-10.451,0.0456,0.0187,0.0107,0.0898,0.814,158.213
7694,Live,The Bangles,0.413,0.662,-9.609,0.0354,0.0473,0.00147,0.175,0.775,137.628
7695,James,The Bangles,0.58,0.716,-10.036,0.0606,0.0777,1.35e-06,0.181,0.905,125.332
7696,All About You,The Bangles,0.589,0.781,-9.358,0.0418,0.0125,0.0,0.0586,0.831,123.18
7697,Dover Beach,The Bangles,0.442,0.749,-11.928,0.0529,0.00922,0.00341,0.218,0.51,120.034
7698,Tell Me,The Bangles,0.503,0.798,-8.828,0.0689,0.128,5.17e-06,0.224,0.68,123.498
7699,Restless,The Bangles,0.611,0.718,-8.293,0.0374,0.0414,0.0,0.0699,0.871,128.977
7700,Going Down to Liverpool,The Bangles,0.228,0.772,-9.929,0.122,0.16,0.00499,0.138,0.82,167.906
7701,He's Got a Secret,The Bangles,0.534,0.732,-9.851,0.0453,0.0154,0.000339,0.384,0.691,131.221
7702,Silent Treatment,The Bangles,0.329,0.804,-10.305,0.0557,0.0549,0.00044,0.102,0.638,198.168
7703,More Than Meets the Eye,The Bangles,0.326,0.058,-18.791,0.0396,0.682,8.11e-06,0.211,0.15,122.396
7704,Hero Takes a Fall - Single Remix,The Bangles,0.425,0.724,-10.676,0.0428,0.0144,0.0274,0.0807,0.856,158.177
7705,Live,The Bangles,0.41,0.668,-9.53,0.0386,0.0383,0.00436,0.179,0.791,137.628
7706,James,The Bangles,0.581,0.718,-9.705,0.0618,0.072,1.28e-06,0.0752,0.905,125.302
7707,All About You,The Bangles,0.583,0.767,-9.548,0.0436,0.0123,0.0,0.0592,0.809,123.196
7708,Dover Beach,The Bangles,0.437,0.785,-10.637,0.0555,0.00828,0.00568,0.189,0.472,120.037
7709,Tell Me,The Bangles,0.5,0.81,-8.987,0.0735,0.12,1.03e-05,0.258,0.664,123.545
7710,Restless,The Bangles,0.612,0.708,-8.475,0.0373,0.0337,0.0,0.0716,0.868,128.944
7711,Going Down to Liverpool,The Bangles,0.409,0.772,-10.132,0.082,0.157,0.00166,0.108,0.825,167.878
7712,He's Got a Secret,The Bangles,0.535,0.729,-10.076,0.0446,0.0146,0.000235,0.372,0.724,131.198
7713,Silent Treatment,The Bangles,0.335,0.828,-9.111,0.0527,0.054,0.00021,0.124,0.627,197.75
7714,More Than Meets the Eye,The Bangles,0.226,0.0646,-18.028,0.0421,0.69,9.86e-06,0.226,0.143,179.025
7715,Where Were You When I Needed You,The Bangles,0.481,0.66,-9.191,0.0356,0.0177,7.16e-06,0.231,0.717,121.458
7716,Friends' Advice (Don't Take It),The Pointer Sisters,0.749,0.826,-10.847,0.0442,0.00857,0.00438,0.0856,0.543,106.11
7717,Man With The Right Rhythm,The Pointer Sisters,0.743,0.867,-8.751,0.0589,0.00191,0.0114,0.101,0.751,107.44
7718,Real Life,The Pointer Sisters,0.803,0.874,-7.063,0.075,0.00652,0.00116,0.284,0.724,107.823
7719,After You,The Pointer Sisters,0.594,0.563,-9.648,0.0244,0.227,0.000122,0.154,0.58,76.096
7720,You Knocked The Love (Right Outta My Heart),The Pointer Sisters,0.787,0.919,-7.73,0.0367,0.0185,0.000934,0.135,0.81,115.983
7721,Billy Said Yes,The Pointer Sisters,0.809,0.737,-7.597,0.0713,0.0144,0.0,0.282,0.592,116.745
7722,Insanity,The Pointer Sisters,0.709,0.872,-7.334,0.0828,0.00698,6.48e-05,0.184,0.758,120.211
7723,What A Woman Wants,The Pointer Sisters,0.604,0.813,-8.65,0.0657,0.296,0.0,0.0361,0.875,178.286
7724,Where Have You Been?,The Pointer Sisters,0.783,0.635,-10.164,0.0528,0.275,1.45e-06,0.0735,0.76,114.217
7725,We Just Wanna (Thank You),The Pointer Sisters,0.778,0.638,-8.005,0.0822,0.00246,0.0033,0.89,0.684,133.655
7726,Serious Slammin',The Pointer Sisters,0.825,0.954,-7.71,0.0678,0.131,0.000416,0.192,0.513,119.512
7727,Shut Up and Dance,The Pointer Sisters,0.702,0.883,-8.12,0.0719,0.0492,0.000264,0.0601,0.826,113.57
7728,Moonlight Dancing,The Pointer Sisters,0.694,0.844,-8.34,0.0408,0.369,0.0796,0.404,0.958,114.01
7729,He Turned Me Out,The Pointer Sisters,0.711,0.913,-7.683,0.0448,0.139,3.57e-06,0.342,0.746,110.136
7730,Flirtatious,The Pointer Sisters,0.808,0.696,-9.304,0.036,0.17,0.000168,0.14,0.965,110.503
7731,My Life - Remix,The Pointer Sisters,0.771,0.914,-8.087,0.0628,0.264,0.00752,0.357,0.578,110.266
7732,I'm In Love,The Pointer Sisters,0.74,0.543,-8.751,0.0271,0.37,0.0,0.118,0.749,98.714
7733,Pride,The Pointer Sisters,0.751,0.869,-7.792,0.0275,0.233,3.93e-06,0.166,0.893,111.179
7734,Uh Uh,The Pointer Sisters,0.878,0.832,-8.174,0.0774,0.117,0.0,0.354,0.533,119.045
7735,I Will Be There,The Pointer Sisters,0.713,0.692,-8.765,0.0271,0.177,0.0,0.135,0.719,111.175
7736,He Turned Me Out (Extended Dance Mix),The Pointer Sisters,0.714,0.867,-8.942,0.048,0.0471,0.000642,0.0617,0.741,110.841
7737,I'm In Love - Single Edit,The Pointer Sisters,0.748,0.522,-8.972,0.0263,0.425,0.0,0.134,0.705,98.718
7738,Translation,The Pointer Sisters,0.656,0.877,-7.53,0.036,0.104,3.3e-06,0.0598,0.961,136.855
7739,He Turned Me Out (Extended Radio Version),The Pointer Sisters,0.72,0.909,-7.824,0.0463,0.127,4.01e-06,0.132,0.778,110.23
7740,My Life,The Pointer Sisters,0.731,0.924,-7.331,0.0707,0.379,0.00139,0.0633,0.799,109.676
7741,Mercury Rising,The Pointer Sisters,0.576,0.892,-7.974,0.0504,0.329,2.33e-05,0.433,0.972,169.057
7742,Goldmine,The Pointer Sisters,0.795,0.828,-7.843,0.062,0.135,0.0,0.302,0.526,108.742
7743,All I Know Is the Way I Feel,The Pointer Sisters,0.636,0.624,-7.923,0.0298,0.397,0.0,0.126,0.593,88.773
7744,Say the Word,The Pointer Sisters,0.652,0.872,-7.535,0.0451,0.202,1.26e-05,0.32,0.582,114.14
7745,Hot Together,The Pointer Sisters,0.756,0.917,-6.733,0.0367,0.289,8.15e-06,0.188,0.965,129.851
7746,Sexual Power,The Pointer Sisters,0.725,0.821,-7.243,0.0458,0.102,1.68e-05,0.092,0.604,124.909
7747,Set Me Free,The Pointer Sisters,0.828,0.872,-7.0,0.039,0.202,0.0,0.12,0.961,133.576
7748,Taste,The Pointer Sisters,0.748,0.944,-6.441,0.0333,0.271,1.05e-05,0.162,0.98,135.166
7749,Eyes Don't Lie,The Pointer Sisters,0.674,0.934,-6.51,0.0337,0.0958,0.0,0.619,0.958,118.499
7750,My Life,The Pointer Sisters,0.73,0.926,-7.31,0.0705,0.367,0.00122,0.0626,0.81,109.675
7751,Mercury Rising,The Pointer Sisters,0.591,0.887,-7.967,0.0523,0.337,7.27e-06,0.437,0.974,169.064
7752,Goldmine,The Pointer Sisters,0.792,0.835,-7.836,0.0625,0.129,0.0,0.305,0.488,108.74
7753,All I Know Is the Way I Feel,The Pointer Sisters,0.638,0.623,-7.927,0.0298,0.421,0.0,0.131,0.58,88.8
7754,Say the Word,The Pointer Sisters,0.656,0.865,-7.554,0.0459,0.187,1.7e-05,0.322,0.596,114.147
7755,Hot Together,The Pointer Sisters,0.76,0.917,-6.716,0.037,0.293,4.95e-06,0.356,0.965,129.858
7756,Sexual Power,The Pointer Sisters,0.721,0.818,-7.266,0.0456,0.0941,1.04e-05,0.0953,0.615,124.92
7757,Set Me Free,The Pointer Sisters,0.83,0.874,-6.975,0.0385,0.2,0.0,0.122,0.963,133.58
7758,Taste,The Pointer Sisters,0.746,0.943,-6.431,0.0334,0.25,5.49e-06,0.172,0.98,135.178
7759,Eyes Don't Lie,The Pointer Sisters,0.678,0.937,-6.535,0.034,0.095,0.0,0.661,0.957,118.494
7760,"Goldmine - 12"" Version",The Pointer Sisters,0.798,0.745,-7.857,0.0648,0.0497,0.00105,0.0569,0.564,108.167
7761,All I Know Is the Way I Feel - Single Mix,The Pointer Sisters,0.611,0.653,-7.744,0.0289,0.27,0.0,0.0505,0.733,88.87
7762,Mercury Rising - Single Mix,The Pointer Sisters,0.597,0.868,-9.229,0.0418,0.214,0.0,0.345,0.964,168.979
7763,My Life - Remix,The Pointer Sisters,0.775,0.928,-7.2,0.0625,0.137,0.00123,0.387,0.572,110.256
7764,Translation,The Pointer Sisters,0.595,0.912,-6.202,0.04,0.0539,2.59e-05,0.0638,0.94,136.892
7765,"Mercury Rising - 12"" Extended Version",The Pointer Sisters,0.64,0.849,-8.477,0.0539,0.253,6.75e-05,0.0767,0.975,169.105
7766,Twist My Arm,The Pointer Sisters,0.686,0.987,-6.393,0.0456,0.108,0.000295,0.241,0.821,141.936
7767,Hey You,The Pointer Sisters,0.679,0.712,-7.983,0.044,0.0565,3.98e-06,0.142,0.904,104.866
7768,"Pound, Pound, Pound",The Pointer Sisters,0.736,0.898,-6.225,0.048,0.11,0.00795,0.108,0.913,148.94
7769,Back In My Arms,The Pointer Sisters,0.615,0.915,-7.036,0.0453,0.0627,0.0,0.123,0.741,104.443
7770,Burn Down the Night,The Pointer Sisters,0.587,0.965,-5.952,0.0992,0.0709,0.0,0.0692,0.951,175.006
7771,Bodies and Soul,The Pointer Sisters,0.651,0.89,-5.881,0.0458,0.125,3.64e-06,0.741,0.961,122.258
7772,Contact,The Pointer Sisters,0.618,0.849,-6.245,0.0578,0.0283,0.0,0.248,0.963,170.771
7773,Dare Me,The Pointer Sisters,0.713,0.922,-5.265,0.0873,0.0751,3.66e-06,0.228,0.946,109.585
7774,Freedom,The Pointer Sisters,0.603,0.672,-7.765,0.0355,0.514,1.58e-05,0.126,0.614,140.211
7775,Twist My Arm,The Pointer Sisters,0.686,0.988,-6.379,0.0455,0.111,0.00029,0.258,0.817,141.946
7776,Hey You,The Pointer Sisters,0.675,0.705,-7.964,0.044,0.059,7.19e-06,0.155,0.902,104.88
7777,"Pound, Pound, Pound",The Pointer Sisters,0.736,0.906,-6.257,0.0471,0.0932,0.00785,0.109,0.901,148.928
7778,Back In My Arms,The Pointer Sisters,0.614,0.918,-6.998,0.044,0.0613,0.0,0.123,0.734,104.443
7779,Burn Down the Night,The Pointer Sisters,0.591,0.965,-5.947,0.0966,0.0774,0.0,0.0684,0.936,175.135
7780,Bodies and Soul,The Pointer Sisters,0.644,0.884,-5.886,0.0469,0.119,6.35e-06,0.742,0.961,122.249
7781,Contact,The Pointer Sisters,0.616,0.841,-6.222,0.0581,0.0329,0.0,0.267,0.962,170.742
7782,Dare Me,The Pointer Sisters,0.71,0.917,-5.275,0.0909,0.0799,1.95e-06,0.18,0.944,109.641
7783,Freedom,The Pointer Sisters,0.606,0.672,-7.749,0.0356,0.532,1.28e-05,0.12,0.567,140.231
7784,I'll Be There,The Pointer Sisters,0.838,0.891,-5.275,0.0856,0.413,1.73e-06,0.534,0.965,135.479
7785,"Dare Me - 12"" Dance Mix",The Pointer Sisters,0.714,0.899,-5.446,0.0901,0.143,3.55e-05,0.402,0.962,109.607
7786,Twist My Arm - Dance Mix,The Pointer Sisters,0.696,0.974,-6.629,0.0549,0.0985,0.00745,0.625,0.96,141.739
7787,"Back In My Arms - UK 12"" Extended Remix",The Pointer Sisters,0.619,0.904,-6.236,0.0443,0.17,1.35e-05,0.198,0.774,104.585
7788,Dare Me - Single Version,The Pointer Sisters,0.725,0.925,-5.64,0.0996,0.148,1.16e-05,0.5,0.944,108.934
7789,Freedom - Single Version,The Pointer Sisters,0.641,0.684,-7.527,0.0337,0.548,8.23e-06,0.0493,0.546,139.992
7790,Twist My Arm - Single Version,The Pointer Sisters,0.683,0.987,-6.161,0.0496,0.115,0.00112,0.16,0.784,142.477
7791,Dare Me - Instrumental,The Pointer Sisters,0.72,0.853,-6.688,0.0637,0.0882,0.665,0.0782,0.968,109.601
7792,Jump (For My Love),The Pointer Sisters,0.839,0.81,-9.154,0.0744,0.0961,0.0,0.266,0.872,134.238
7793,Automatic,The Pointer Sisters,0.786,0.624,-9.607,0.0515,0.153,0.0,0.375,0.935,110.489
7794,"I'm So Excited - 12"" Remix",The Pointer Sisters,0.592,0.738,-8.355,0.0397,0.0303,0.000165,0.0757,0.875,182.349
7795,I Need You,The Pointer Sisters,0.848,0.514,-8.848,0.0394,0.184,7.43e-06,0.0584,0.971,105.277
7796,Neutron Dance,The Pointer Sisters,0.716,0.816,-8.226,0.0447,0.0214,0.0,0.199,0.922,104.56
7797,Dance Electric,The Pointer Sisters,0.698,0.854,-8.59,0.0494,0.149,0.0,0.181,0.645,130.054
7798,Easy Persuasion,The Pointer Sisters,0.701,0.56,-10.947,0.0311,0.512,8.48e-05,0.116,0.919,102.683
7799,Baby Come and Get It,The Pointer Sisters,0.879,0.917,-8.271,0.0427,0.0978,0.000453,0.066,0.961,123.766
7800,Telegraph Your Love,The Pointer Sisters,0.693,0.784,-7.616,0.0375,0.225,1.83e-06,0.309,0.645,107.924
7801,Operator,The Pointer Sisters,0.852,0.78,-10.563,0.0492,0.0641,0.00424,0.0451,0.964,135.182
7802,I Need You - Single Mix,The Pointer Sisters,0.858,0.607,-8.184,0.0325,0.12,0.0,0.0589,0.967,104.64
7803,Automatic - Single Version,The Pointer Sisters,0.808,0.618,-8.751,0.0542,0.0986,0.0,0.501,0.929,110.501
7804,Jump (For My Love) - Single Remix,The Pointer Sisters,0.852,0.799,-9.03,0.0578,0.0303,5.44e-05,0.169,0.918,134.758
7805,I'm So Excited - Single Remix,The Pointer Sisters,0.585,0.749,-8.038,0.0398,0.0546,0.00093,0.0943,0.926,182.44
7806,Neutron Dance - Single Version,The Pointer Sisters,0.729,0.833,-7.78,0.0601,0.0128,9.82e-06,0.569,0.834,104.74
7807,Baby Come and Get It - Single Version,The Pointer Sisters,0.919,0.945,-6.493,0.037,0.0674,0.0451,0.0775,0.961,125.664
7808,"I Need You - 12"" Version",The Pointer Sisters,0.942,0.451,-8.295,0.0484,0.0623,3.99e-05,0.0996,0.963,105.432
7809,"Jump (For My Love) - 12"" Instrumental Mix",The Pointer Sisters,0.866,0.733,-9.577,0.0703,0.0131,0.924,0.0754,0.955,134.29
7810,Jump (For My Love),The Pointer Sisters,0.842,0.697,-13.796,0.0654,0.161,0.000101,0.583,0.916,134.533
7811,Automatic,The Pointer Sisters,0.784,0.453,-16.124,0.0506,0.163,0.0,0.45,0.927,110.704
7812,"I'm So Excited - 12"" Remix",The Pointer Sisters,0.583,0.645,-12.249,0.0388,0.077,0.0226,0.096,0.849,182.779
7813,I Need You,The Pointer Sisters,0.859,0.397,-14.769,0.0448,0.21,0.0,0.0624,0.976,105.569
7814,Neutron Dance,The Pointer Sisters,0.715,0.681,-13.056,0.0472,0.0312,1.67e-05,0.207,0.921,104.862
7815,Dance Electric,The Pointer Sisters,0.706,0.753,-13.528,0.0473,0.176,1.35e-06,0.157,0.703,130.456
7816,Easy Persuasion,The Pointer Sisters,0.708,0.442,-17.499,0.0348,0.594,8.11e-05,0.0826,0.913,102.94
7817,Baby Come and Get It - Single Version,The Pointer Sisters,0.879,0.822,-13.536,0.0426,0.209,0.00325,0.12,0.961,124.052
7818,Telegraph Your Love,The Pointer Sisters,0.704,0.581,-14.131,0.039,0.484,0.00051,0.319,0.643,108.131
